Gene	name2	Chr	Strand	fit_value	Predicted_Proximal_APA	Loci	A_1_long_exp	A_1_short_exp	A_1_PDUI	A_2_long_exp	A_2_short_exp	A_2_PDUI	A_3_long_exp	A_3_short_exp	A_3_PDUI	A_4_long_exp	A_4_short_exp	A_4_PDUI	A_5_long_exp	A_5_short_exp	A_5_PDUI	A_6_long_exp	A_6_short_exp	A_6_PDUI	A_7_long_exp	A_7_short_exp	A_7_PDUI	A_8_long_exp	A_8_short_exp	A_8_PDUI	A_9_long_exp	A_9_short_exp	A_9_PDUI	A_10_long_exp	A_10_short_exp	A_10_PDUI	A_11_long_exp	A_11_short_exp	A_11_PDUI	A_12_long_exp	A_12_short_exp	A_12_PDUI	A_13_long_exp	A_13_short_exp	A_13_PDUI	A_14_long_exp	A_14_short_exp	A_14_PDUI	A_15_long_exp	A_15_short_exp	A_15_PDUI	A_16_long_exp	A_16_short_exp	A_16_PDUI	A_17_long_exp	A_17_short_exp	A_17_PDUI	A_18_long_exp	A_18_short_exp	A_18_PDUI	B_1_long_exp	B_1_short_exp	B_1_PDUI	B_2_long_exp	B_2_short_exp	B_2_PDUI	B_3_long_exp	B_3_short_exp	B_3_PDUI	B_4_long_exp	B_4_short_exp	B_4_PDUI	B_5_long_exp	B_5_short_exp	B_5_PDUI	B_6_long_exp	B_6_short_exp	B_6_PDUI	B_7_long_exp	B_7_short_exp	B_7_PDUI	B_8_long_exp	B_8_short_exp	B_8_PDUI	B_9_long_exp	B_9_short_exp	B_9_PDUI	B_10_long_exp	B_10_short_exp	B_10_PDUI	Group_A_Mean_PDUI	Group_B_Mean_PDUI	PDUI_Group_diff	P_val	adjusted.P_val	Pass_Filter
XM_006527676.3	Gripap1	chrX	+	733.3	7820172	chrX:7819167-7820563	44.87	8.92	0.83	80.08	11.84	0.87	68.6	0	1	42.8	0.51	0.99	NA	NA	NA	390.94	16.77	0.96	254.24	100.36	0.72	60.47	35.71	0.63	164.17	104.99	0.61	127.67	53.67	0.7	402.73	98.35	0.8	359.33	44.84	0.89	25.65	4.39	0.85	NA	NA	NA	NA	NA	NA	171.01	30.58	0.85	33.74	1.15	0.97	494.02	160.15	0.76	39.92	4.42	0.9	232.09	47.09	0.83	NA	NA	NA	29.73	0.42	0.99	NA	NA	NA	65.62	0	1	217.36	124.57	0.64	80.07	16.21	0.83	271.39	0	1	155.97	64.19	0.71	0.828666667	0.8625	-0.033833333	1	1	N
XM_006527939.2	Tbl1x	chrX	+	7931.1	77660051	chrX:77659715-77662713	89.97	13.36	0.87	150.86	42.18	0.78	117.76	13.27	0.9	65.36	12.12	0.84	NA	NA	NA	1052.82	91.43	0.92	576.24	72.98	0.89	153.09	34.87	0.81	432.89	133.81	0.76	299.71	11.28	0.96	667.35	133.58	0.83	683.37	151.39	0.82	39.53	7.49	0.84	NA	NA	NA	NA	NA	NA	297.5	19.42	0.94	45.21	4.03	0.92	951.1	172.91	0.85	61.4	7.75	0.89	311.62	25.49	0.92	NA	NA	NA	36.51	11.38	0.76	NA	NA	NA	83.78	21.4	0.8	209.24	33.46	0.86	119.4	28.52	0.81	215.24	7.74	0.97	183.64	40.35	0.82	0.862	0.85375	0.00825	0.793092627	1	N
NM_020601.2	Tbl1x	chrX	+	1903.2	77660072	chrX:77659715-77660265	53.93	48.47	0.53	115.1	77.53	0.6	94.05	36.15	0.72	52.83	24.16	0.69	NA	NA	NA	748.91	385.64	0.66	432.41	215.76	0.67	95.7	89.58	0.52	287.51	274.6	0.51	267.42	44.92	0.86	438.61	352.9	0.55	442.41	386.04	0.53	25.67	21.03	0.55	NA	NA	NA	NA	NA	NA	174.13	140.6	0.55	31.14	17.87	0.64	664.59	455.88	0.59	39.25	29.49	0.57	168.09	165.54	0.5	NA	NA	NA	22.34	24.62	0.48	NA	NA	NA	58.23	46.08	0.56	174.84	69.06	0.72	80	65.86	0.55	122.18	98.84	0.55	119.56	101.11	0.54	0.611333333	0.55875	0.052583333	0.410591906	1	N
NM_019755.5	Plp2	chrX	-	695	7668305	chrX:7668186-7668506	33.83	23.04	0.59	53.69	26.67	0.67	36.06	10.29	0.78	33.92	8.1	0.81	NA	NA	NA	439.47	134.16	0.77	268.42	66.42	0.8	74.45	28.83	0.72	121.52	7.33	0.94	81.72	1.8	0.98	289.85	43.43	0.87	190.64	55.4	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.17	20.27	0.87	NA	NA	NA	303.86	21.03	0.94	43.93	14.58	0.75	299.28	89.3	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.99	6.78	0.87	501.25	71.11	0.88	92.37	54.64	0.63	338.2	95.59	0.78	361.35	81.31	0.82	0.808461538	0.785714286	0.022747253	0.637395383	1	N
NM_009305.2	Syp	chrX	+	296051.3	7652818	chrX:7651837-7653256	398.97	0	1	557.71	81.35	0.87	340.18	53.08	0.87	191.88	50.26	0.79	83.48	20.69	0.8	3730.78	695.85	0.84	2177.49	168.11	0.93	538.3	72.51	0.88	1256.06	101.31	0.93	881.81	124	0.88	2267.49	343.65	0.87	1849.6	541.17	0.77	115.79	25.74	0.82	35.61	0.27	0.99	45.83	14.55	0.76	951.84	186.17	0.84	154.23	12.33	0.93	2894.64	668.75	0.81	311.74	0	1	1161.67	107.5	0.92	72.88	0	1	140.63	25.74	0.85	95.95	12.46	0.89	353.85	36.47	0.91	591.59	101.37	0.85	426.59	63.56	0.87	723.79	81.49	0.9	793.75	122.19	0.87	0.865555556	0.906	-0.040444444	0.025271362	0.277900746	N
NM_011692.2	Vbp1	chrX	+	5421.2	75534646	chrX:75533908-75534946	44.2	10.31	0.81	66.19	18.52	0.78	98.31	0	1	41.72	7.79	0.84	NA	NA	NA	558.82	69.95	0.89	237.25	51.51	0.82	89.21	8.05	0.92	253.74	32.92	0.89	154.36	32.13	0.83	296.35	19.09	0.94	272.52	87.68	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	182.43	58.39	0.76	28.89	10	0.74	364.27	150.58	0.71	45.86	0	1	277.38	21.57	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.44	3.91	0.93	244.53	31.76	0.89	99.15	14.62	0.87	185.94	65.07	0.74	153.69	47.43	0.76	0.835	0.874285714	-0.039285714	0.586985182	1	N
NM_025473.4	Fam3a	chrX	-	3724	74385234	chrX:74384720-74385435	45.65	15.02	0.75	80.48	22.13	0.78	45.73	21.62	0.68	34.1	17.31	0.66	NA	NA	NA	542.39	57.53	0.9	235.32	104.22	0.69	82.72	22.25	0.79	201.89	62.8	0.76	109.59	19.56	0.85	328.11	129.37	0.72	308.85	77.94	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	172.43	38.92	0.82	23.89	9.08	0.72	471.4	262.81	0.64	37.62	16.18	0.7	184	54.97	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.2	20.02	0.66	167.71	23.57	0.88	73.19	20.5	0.78	200.71	0	1	131.01	53.19	0.71	0.754285714	0.785714286	-0.031428571	0.166318438	0.784112771	N
XM_011247660.2	Fam3a	chrX	-	3720	74385234	chrX:74384719-74385435	45.64	15.03	0.75	80.52	22.1	0.78	45.78	21.57	0.68	34.12	17.29	0.66	NA	NA	NA	542.5	57.43	0.9	235.46	104.07	0.69	82.78	22.19	0.79	202.23	62.46	0.76	109.61	19.54	0.85	328.15	129.34	0.72	308.95	77.84	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	172.52	38.84	0.82	23.9	9.08	0.72	471.69	262.52	0.64	37.64	16.15	0.7	184.02	54.95	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.22	19.99	0.66	167.8	23.48	0.88	73.26	20.43	0.78	200.82	0	1	131.03	53.16	0.71	0.754285714	0.785714286	-0.031428571	0.166318438	0.784112771	N
NM_145405.2	Ubl4a	chrX	-	1207.8	74367385	chrX:74365718-74367586	39.83	3.62	0.92	64.1	18.49	0.78	41.25	0	1	29.24	11.33	0.72	NA	NA	NA	380.84	102.09	0.79	192.23	60.83	0.76	62.54	7.85	0.89	133.81	3.4	0.98	84.58	35.76	0.7	233.06	68.69	0.77	230.83	22.58	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	112.04	38.5	0.74	NA	NA	NA	326.2	54.6	0.86	31.16	25.22	0.55	141.12	54.5	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.65	2.28	0.95	103.2	73.27	0.58	54.24	24	0.69	105.73	34.92	0.75	99.25	69.4	0.59	0.832307692	0.69	0.142307692	0.003699933	0.062021104	N
NM_010273.4	Gdi1	chrX	+	16252.5	74311066	chrX:74310787-74311867	171.14	106.6	0.62	308.07	82.55	0.79	204.48	109.93	0.65	140.1	56.47	0.71	59.83	20.88	0.74	1566.26	816.12	0.66	978.8	332.53	0.75	264.99	153.34	0.63	721.44	438.26	0.62	516.35	138.89	0.79	1224.47	764.67	0.62	1205.67	378.16	0.76	73.85	17.76	0.81	23.13	11.83	0.66	31.98	16.1	0.67	623.61	278.86	0.69	109.15	32.41	0.77	1850.95	815.3	0.69	151.58	71.99	0.68	803.97	398.92	0.67	40.17	15.2	0.73	77.68	36.72	0.68	45.17	11.01	0.8	175.73	85.91	0.67	594.99	196.72	0.75	277.78	119.14	0.7	616.76	346.32	0.64	447.07	175.1	0.72	0.701666667	0.704	-0.002333333	1	1	N
NM_018794.4	Atp6ap1	chrX	+	45614.7	74304018	chrX:74303797-74304721	227.03	113.91	0.67	451.2	184.91	0.71	311.74	78.6	0.8	227.69	90.29	0.72	94.18	40.98	0.7	2596.55	1080.38	0.71	1386.63	688.2	0.67	480.04	193.54	0.71	1158.95	502.57	0.7	758.37	264.49	0.74	1757.83	895.06	0.66	1833.75	690.28	0.73	109.26	49.9	0.69	32.64	15.45	0.68	49.04	15.11	0.76	973.45	519.92	0.65	164.69	61.43	0.73	2695.6	1301.32	0.67	203.84	81.31	0.71	1153.92	378.08	0.75	61.28	14.58	0.81	105.92	46.77	0.69	66.47	20.72	0.76	257.46	124.06	0.67	945.19	263.5	0.78	403.95	169.42	0.7	1037.04	350.53	0.75	739.28	357.52	0.67	0.705555556	0.729	-0.023444444	0.058386006	0.465931903	N
XM_017318548.1	Atp6ap1	chrX	+	43110.6	74304018	chrX:74303797-74304691	231.04	109.9	0.68	457.23	178.88	0.72	317.9	72.43	0.81	230.45	87.53	0.72	95.73	39.43	0.71	2636.56	1040.37	0.72	1412.93	661.9	0.68	488.35	185.23	0.73	1176.15	485.36	0.71	770.33	252.53	0.75	1776.79	876.11	0.67	1863.43	660.59	0.74	111.18	47.98	0.7	33.28	14.81	0.69	49.77	14.37	0.78	988.47	504.9	0.66	167.61	58.52	0.74	2741.76	1255.17	0.69	207.21	77.94	0.73	1171.59	360.41	0.76	62.39	13.46	0.82	107.44	45.25	0.7	67.63	19.55	0.78	261.99	119.52	0.69	961.63	247.06	0.8	408.87	164.51	0.71	1054.6	332.97	0.76	749.41	347.39	0.68	0.716666667	0.743	-0.026333333	0.055172767	0.448774537	N
XM_006528248.2	Taz	chrX	+	2362.3	74289912	chrX:74289299-74290151	70.49	8.32	0.89	137.97	23.49	0.85	78.26	26.85	0.74	50.24	19.34	0.72	31.7	2.76	0.92	594.6	279.46	0.68	458.21	12.84	0.97	121.3	12.29	0.91	390.89	84.04	0.82	251.35	19.18	0.93	705.29	31.15	0.96	603.04	68.72	0.9	41.52	0	1	NA	NA	NA	NA	NA	NA	323.93	24.76	0.93	59.32	3.6	0.94	970.31	119.51	0.89	74.11	4.72	0.94	431.71	23.76	0.95	NA	NA	NA	40.17	5.01	0.89	NA	NA	NA	87.49	10.72	0.89	458.09	0	1	183.79	0	1	371.76	47.03	0.89	296.22	13.87	0.96	0.878125	0.94	-0.061875	0.000834669	0.017874243	N
NM_007927.3	Emd	chrX	+	5470.7	74257356	chrX:74257007-74257893	48.22	49.29	0.49	90.29	72.91	0.55	60.99	51.08	0.54	43.55	33.6	0.56	21.73	12.71	0.63	601.22	341.4	0.64	355.18	282.87	0.56	147.27	99.19	0.6	184.9	97.54	0.65	105.58	82.51	0.56	339.11	230.16	0.6	304.23	191.99	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.75	94.75	0.6	25.11	16.9	0.6	477.93	235.87	0.67	47.17	38.97	0.55	313.89	219.75	0.59	NA	NA	NA	24.66	14.52	0.63	18.21	17.32	0.51	66.99	51.31	0.57	294.7	196.36	0.6	103.69	79.96	0.56	247.24	143.72	0.63	222.59	137.68	0.62	0.590666667	0.584444444	0.006222222	0.862733924	1	N
NM_008363.2	Irak1	chrX	-	40253.8	74015161	chrX:74013918-74015501	98.1	110.08	0.47	175.12	166.97	0.51	123.22	89.25	0.58	84.03	73.8	0.53	41.01	27.38	0.6	1172.58	961.08	0.55	621.97	560.63	0.53	170.48	196.1	0.47	500.58	375.87	0.57	307.57	247.35	0.55	833.79	760.87	0.52	839.94	656.43	0.56	49.78	43.77	0.53	17.12	17.3	0.5	23.81	21.26	0.53	370.11	323.34	0.53	67.58	59.37	0.53	1150.56	1103.4	0.51	89.71	74.03	0.55	442.6	369.73	0.54	31.28	28.7	0.52	55.18	42.62	0.56	39.53	37.5	0.51	113.87	106.94	0.52	397.73	317.54	0.56	163.32	136.13	0.55	397.21	308.07	0.56	371.59	315.78	0.54	0.531666667	0.541	-0.009333333	0.701432202	1	N
NM_001177975.1	Irak1	chrX	-	40168.4	74015161	chrX:74013914-74015501	98.16	110.02	0.47	174.85	167.24	0.51	123.19	89.28	0.58	83.91	73.92	0.53	40.95	27.43	0.6	1171.58	962.08	0.55	621.29	561.31	0.53	170.3	196.28	0.46	500.18	376.26	0.57	307.35	247.58	0.55	833.01	761.65	0.52	839.35	657.02	0.56	49.68	43.87	0.53	17.1	17.33	0.5	23.78	21.29	0.53	369.8	323.64	0.53	67.52	59.43	0.53	1149.1	1104.87	0.51	89.62	74.12	0.55	441.88	370.46	0.54	31.19	28.79	0.52	55.11	42.69	0.56	39.47	37.55	0.51	113.67	107.14	0.51	397	318.26	0.56	162.99	136.46	0.54	396.69	308.59	0.56	370.99	316.38	0.54	0.531111111	0.539	-0.007888889	0.701942975	1	N
XM_017318574.1	Naa10	chrX	-	803	73917066	chrX:73916875-73917286	22.14	28.92	0.43	29.52	38.14	0.44	11.33	28.79	0.28	20.11	19.59	0.51	NA	NA	NA	253.82	110.32	0.7	110.83	105.78	0.51	41.91	34.15	0.55	65.29	94.77	0.41	62.05	25.65	0.71	123.92	126.79	0.49	104.33	109.37	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.87	81.76	0.42	NA	NA	NA	236.4	190.49	0.55	25.46	17.37	0.59	140.92	113.33	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4	32.04	0.43	225.67	167.97	0.57	77.54	43.65	0.64	134.05	105.72	0.56	154.11	103.38	0.6	0.499230769	0.562857143	-0.063626374	0.521437948	1	N
XM_017318576.1	Naa10	chrX	-	792.9	73917066	chrX:73916875-73917282	22.04	29.44	0.43	29.41	38.22	0.43	11.28	28.95	0.28	20.06	19.81	0.5	NA	NA	NA	252.76	112.94	0.69	110.25	107.06	0.51	41.63	34.8	0.54	65.19	95.53	0.41	61.76	26.64	0.7	123.38	128.74	0.49	103.63	110.52	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.52	82.3	0.42	NA	NA	NA	235.72	192.94	0.55	25.36	17.63	0.59	140.1	115.9	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.29	32.43	0.43	224.97	170.59	0.57	77.27	44.18	0.64	133.6	106.59	0.56	153.54	105.17	0.59	0.494615385	0.561428571	-0.066813187	0.522831195	1	N
XM_017318575.1	Naa10	chrX	-	1318.3	73916994	chrX:73916875-73917195	13.36	32.84	0.29	19.33	34.85	0.36	5.36	25.68	0.17	15.91	17.13	0.48	NA	NA	NA	142.47	212.18	0.4	61	125.15	0.33	15.87	52.89	0.23	55.58	74.49	0.43	33.27	55.46	0.37	72.26	163.39	0.31	43.1	134.73	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.8	93.62	0.2	NA	NA	NA	168.08	199.1	0.46	16.81	23.06	0.42	64.11	173.63	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.26	30.4	0.33	159.79	178.52	0.47	51.1	58.54	0.47	87.23	125.29	0.41	96.9	142.84	0.4	0.328461538	0.395714286	-0.067252747	0.417357355	1	N
NM_001177965.1	Naa10	chrX	-	817.4	73917065	chrX:73916870-73917286	21.66	29.31	0.43	29.04	38.47	0.43	11.06	28.96	0.28	19.86	19.78	0.5	NA	NA	NA	248.83	115.23	0.68	107.96	108.44	0.5	40.61	35.39	0.53	64.69	95.05	0.4	60.72	26.97	0.69	121.21	129.23	0.48	100.94	112.56	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.1	83.36	0.41	NA	NA	NA	233.14	193.1	0.55	24.97	17.81	0.58	136.75	117.45	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.89	32.44	0.42	222.27	170.95	0.57	76.2	44.92	0.63	131.74	107.79	0.55	151.37	105.89	0.59	0.488461538	0.554285714	-0.065824176	0.45716701	1	N
NM_001310538.1	Naa10	chrX	-	807.8	73917065	chrX:73916870-73917282	21.57	29.82	0.42	28.92	38.55	0.43	11.02	29.11	0.27	19.81	19.99	0.5	NA	NA	NA	247.84	117.76	0.68	107.38	109.71	0.49	40.35	36.02	0.53	64.6	95.8	0.4	60.46	27.93	0.68	120.71	131.13	0.48	100.25	113.71	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.75	83.9	0.4	NA	NA	NA	232.37	195.62	0.54	24.87	18.06	0.58	135.94	120.01	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.79	32.82	0.42	221.62	173.5	0.56	75.95	45.43	0.63	131.2	108.75	0.55	150.84	107.63	0.58	0.483846154	0.55	-0.066153846	0.458284469	1	N
NM_019870.3	Naa10	chrX	-	1305.3	73916994	chrX:73916870-73917195	13.14	33.06	0.28	18.96	35.22	0.35	5.19	25.86	0.17	15.55	17.49	0.47	NA	NA	NA	138.37	216.28	0.39	59.08	127.06	0.32	15.12	53.65	0.22	54.71	75.35	0.42	31.88	56.86	0.36	70.65	165	0.3	41.4	136.43	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.86	94.56	0.19	NA	NA	NA	164.87	202.31	0.45	16.17	23.7	0.41	62.03	175.71	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.81	30.84	0.32	156.37	181.94	0.46	50.09	59.55	0.46	84.76	127.76	0.4	94.98	144.76	0.4	0.319230769	0.387142857	-0.067912088	0.416777226	1	N
NM_012060.5	Bcap31	chrX	-	2356.6	73686394	chrX:73686178-73686595	54.45	44.45	0.55	104.01	65.55	0.61	76.2	47.76	0.61	42.76	34.16	0.56	24.07	14.09	0.63	612.83	317.39	0.66	390.15	170.55	0.7	111.37	73.26	0.6	243.73	85.33	0.74	176.39	52.1	0.77	376.86	235.03	0.62	403.95	154.27	0.72	20.64	13.52	0.6	NA	NA	NA	NA	NA	NA	226.35	103.65	0.69	33.17	15.1	0.69	535.87	399.08	0.57	48.53	30.89	0.61	270.56	249.21	0.52	NA	NA	NA	24.77	17.08	0.59	18.2	13.75	0.57	57.64	36.91	0.61	313.67	240.62	0.57	98.6	76.71	0.56	295.07	175.39	0.63	275.85	116.1	0.7	0.645	0.595555556	0.049444444	0.146270865	0.743997508	N
NM_007978.3	F8a	chrX	+	2698.1	73229745	chrX:73228306-73230795	7.44	75.04	0.09	5.54	74.16	0.07	10.26	52.37	0.16	5.8	42.76	0.12	NA	NA	NA	16.32	529.68	0.03	57.43	334.14	0.15	9.53	109.1	0.08	24.82	148.7	0.14	15.96	98.36	0.14	36.62	308.99	0.11	40.74	244.24	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.47	135.37	0.14	NA	NA	NA	57.96	415.08	0.12	42.42	44.52	0.49	120.89	182.35	0.4	NA	NA	NA	10.36	21.65	0.32	18.84	17.74	0.52	55.41	52	0.52	52.57	131.94	0.28	34.56	61.77	0.36	83.2	127.92	0.39	89.62	123.47	0.42	0.114615385	0.411111111	-0.296495726	9.52E-11	6.56E-09	N
XM_006528261.3	Vma21	chrX	+	820.8	71822031	chrX:71820805-71824706	19.15	18.95	0.5	27.83	35.22	0.44	24.75	26.31	0.48	NA	NA	NA	NA	NA	NA	214.06	220.77	0.49	101.31	128.54	0.44	32.94	36.15	0.48	69.29	61.18	0.53	51.28	37.11	0.58	105.61	108.31	0.49	128.81	129.67	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.31	66.15	0.45	NA	NA	NA	155.59	163.12	0.49	NA	NA	NA	67.73	84.36	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2	14.45	0.61	52.84	71.91	0.42	24.83	26.95	0.48	54.79	49.88	0.52	38.14	56.71	0.4	0.489166667	0.48	0.009166667	0.699658037	1	N
XM_017318393.1	Ids	chrX	-	78950.1	70346449	chrX:70343147-70346673	191.08	123.63	0.61	297.39	141.58	0.68	259.72	47.22	0.85	159.05	83.61	0.66	62.1	20.04	0.76	1822.75	331.99	0.85	995.2	440.35	0.69	323.34	166.55	0.66	877.41	310.68	0.74	565.05	144.11	0.8	1422.63	836.65	0.63	1367.19	431.18	0.76	84.27	32.41	0.72	21.73	16.99	0.56	33.39	11.36	0.75	796.82	287.82	0.73	123.06	37.59	0.77	1884.83	1026.09	0.65	115.72	81.73	0.59	631.69	238.56	0.73	30.15	13.16	0.7	61.54	22.65	0.73	36.86	17.13	0.68	148.63	50.19	0.75	383.25	189.11	0.67	249.63	82.33	0.75	540.41	176.98	0.75	355.69	152.5	0.7	0.715	0.705	0.01	1	1	N
NM_010498.3	Ids	chrX	-	77432.3	70346449	chrX:70343069-70346673	190.62	124.1	0.61	297.12	141.84	0.68	260.32	46.62	0.85	159.01	83.65	0.66	62.06	20.08	0.76	1829.6	325.13	0.85	996.11	439.44	0.69	323.3	166.59	0.66	876.47	311.62	0.74	568.17	140.99	0.8	1422.61	836.67	0.63	1367.95	430.42	0.76	83.98	32.69	0.72	21.72	16.99	0.56	33.34	11.41	0.75	796.21	288.42	0.73	123.35	37.3	0.77	1878.65	1032.27	0.65	115.68	81.78	0.59	631.72	238.53	0.73	30.1	13.21	0.7	61.59	22.6	0.73	36.83	17.16	0.68	148.32	50.5	0.75	385.01	187.34	0.67	248.95	83.02	0.75	541.71	175.68	0.76	355.42	152.77	0.7	0.715	0.706	0.009	1	1	N
NM_028242.2	Htatsf1	chrX	+	2701.8	57066753	chrX:57065646-57067183	54.1	0	1	93.46	19.77	0.83	74.37	0	1	38.28	12.94	0.75	NA	NA	NA	513.57	122.6	0.81	273.91	35.71	0.88	85.86	20.53	0.81	194.49	59.65	0.77	147.69	31	0.83	253.39	108.96	0.7	267.79	113.49	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	143.86	67.69	0.68	31.02	5.99	0.84	418.23	166.62	0.72	42.19	2.02	0.95	220.13	57.6	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	53.27	8.03	0.87	170.14	27.89	0.86	62.45	16.51	0.79	130.09	91.41	0.59	124.61	34.01	0.79	0.808571429	0.805714286	0.002857143	1	1	N
XM_006527976.2	Ddx26b	chrX	+	1576.1	56507105	chrX:56506880-56507843	54.81	0	1	59.84	16.31	0.79	60.45	6.05	0.91	44.49	6.29	0.88	NA	NA	NA	415.71	29.62	0.93	255.48	85.22	0.75	58.64	6.72	0.9	242.05	70.45	0.77	146.91	60.8	0.71	348.49	75.2	0.82	354.68	114.82	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	182.76	31.44	0.85	34.31	8.86	0.79	493.51	169.44	0.74	37.67	0	1	189.22	80.53	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.27	15.32	0.75	112.22	37.76	0.75	54.97	28.43	0.66	146.19	44.41	0.77	101.72	14.5	0.88	0.828571429	0.787142857	0.041428571	0.352161533	1	N
NM_001018063.1	Cxx1b	chrX	-	43876.2	53670016	chrX:53669177-53670408	133.14	114.52	0.54	173.55	76.54	0.69	103.48	66.84	0.61	96.39	35.17	0.73	33.65	11.93	0.74	981.76	621.65	0.61	560.01	327.84	0.63	219.43	72.59	0.75	443.12	158.52	0.74	212.76	189.6	0.53	807.43	364.44	0.69	649.49	279.49	0.7	46.62	19.47	0.71	NA	NA	NA	NA	NA	NA	339.16	140.73	0.71	54.91	30.01	0.65	1119.8	541.28	0.67	112.38	64.56	0.64	436	232.52	0.65	27.74	12.04	0.7	45.96	24.37	0.65	36.8	20.7	0.64	117.27	58.63	0.67	339.03	201.08	0.63	193.53	85.01	0.69	428.41	171.08	0.71	354.91	173.3	0.67	0.66875	0.665	0.00375	0.940497894	1	N
NM_028375.3	Cxx1c	chrX	+	74003.5	53608887	chrX:53608686-53609135	221.2	0	1	325.72	0	1	218.51	0	1	162.39	0	1	57.73	0	1	1890.89	0	1	1125.67	0	1	386.49	0	1	753.06	0	1	455.01	0	1	1366.4	0	1	1417	0	1	87.17	0	1	NA	NA	NA	30.29	0	1	605.21	0	1	103.43	0	1	2027.22	0	1	179.24	0	1	908.83	0	1	50.51	0	1	104.04	0	1	55.7	0	1	216.73	0	1	626.72	0	1	343.95	0	1	765.26	0	1	624.88	0	1	1	1	0	1	1	N
NM_013556.2	Hprt	chrX	+	13232.4	53021271	chrX:53021067-53021660	102.03	72.8	0.58	182.71	112.41	0.62	128.79	68.46	0.65	86.78	50.58	0.63	40.55	21.08	0.66	1246.14	710.12	0.64	648.84	441.33	0.6	172.69	141.55	0.55	454.82	262.56	0.63	348.22	102.65	0.77	677.59	460.24	0.6	726.92	320.38	0.69	50.44	15.46	0.77	NA	NA	NA	NA	NA	NA	388.96	202.61	0.66	65.02	30.37	0.68	880.62	676.32	0.57	66.53	57.22	0.54	435.28	280.69	0.61	25.53	12.74	0.67	40.31	13.37	0.75	22.65	16.53	0.58	94.47	76.77	0.55	427.67	267.62	0.62	177.08	33.39	0.84	369.96	279.76	0.57	305.16	218.99	0.58	0.64375	0.631	0.01275	0.620208913	1	N
NM_008150.2	Gpc4	chrX	-	2198.2	52053525	chrX:52053018-52053726	91.9	27.97	0.77	121.2	46	0.72	103.76	0	1	72.56	21.11	0.77	27.56	4.51	0.86	699.36	172.54	0.8	385.68	131.45	0.75	139.69	24.49	0.85	296.61	110.87	0.73	176.59	79.27	0.69	505.74	266.95	0.65	452.66	79.25	0.85	29.25	11.74	0.71	NA	NA	NA	NA	NA	NA	305.72	9.41	0.97	56	14.74	0.79	745.42	152.6	0.83	57.77	17.64	0.77	259.7	83.22	0.76	NA	NA	NA	29.34	4.19	0.87	NA	NA	NA	73.55	36.73	0.67	106.66	33.22	0.76	90.14	39.5	0.7	207.48	42.55	0.83	115.49	25.44	0.82	0.79625	0.7725	0.02375	0.723850375	1	N
XM_011250978.2	Gpc4	chrX	-	2177.9	52053127	chrX:52050885-52053726	26.76	73.44	0.27	43.5	91.84	0.32	34.06	67.52	0.34	26.16	52.09	0.33	NA	NA	NA	217	532.72	0.29	132.81	292.05	0.31	37.74	107.81	0.26	119.45	211.92	0.36	72.96	130.18	0.36	176.05	413.4	0.3	174.98	302.71	0.37	14.08	19.12	0.42	NA	NA	NA	NA	NA	NA	100.09	205.44	0.33	17.56	42.78	0.29	226.46	557.77	0.29	16.46	46.68	0.26	121.06	165.01	0.42	NA	NA	NA	11.68	18.42	0.39	NA	NA	NA	25.55	59.46	0.3	39.29	76.83	0.34	34.41	67.75	0.34	75.03	143.42	0.34	42.04	80.39	0.34	0.322666667	0.34125	-0.018583333	0.43008399	1	N
